	Cs-137	Cs-137-Al
3334.479814502	3	4
3336.5225262	3	2
3338.565788022	1	7
3340.609599968	2	4
3342.653962038	5	4
3344.698874232	3	1
3346.74433655	1	5
3348.790348992	4	3
3350.836911558	2	5
3352.884024248	4	4
3354.931687062	1	3
3356.9799	5	5
3359.028663062	6	4
3361.077976248	3	2
3363.127839558	1	5
3365.178252992	5	4
3367.22921655	6	4
3369.280730232	2	10
3371.332794038	0	3
3373.385407968	6	5
3375.438572022	4	4
3377.4922862	2	6
3379.546550502	2	5
3381.601364928	3	3
3383.656729478	6	6
3385.712644152	5	6
3387.76910895	1	0
3389.826123872	2	3
3391.883688918	2	4
3393.941804088	2	4
3396.000469382	3	2
3398.0596848	5	4
3400.119450342	3	6
3402.179766008	8	3
3404.240631798	3	3
3406.302047712	1	0
3408.36401375	0	1
3410.426529912	3	1
3412.489596198	4	3
3414.553212608	6	4
3416.617379142	5	3
3418.6820958	4	3
3420.747362582	3	3
3422.813179488	3	3
3424.879546518	2	2
3426.946463672	3	1
3429.01393095	3	3
3431.081948352	7	2
3433.150515878	4	2
3435.219633528	5	6
3437.289301302	2	2
3439.3595192	1	1
3441.430287222	0	5
3443.501605368	2	4
3445.573473638	1	5
3447.645892032	4	2
3449.71886055	1	1
3451.792379192	4	1
3453.866447958	3	6
3455.941066848	2	3
3458.016235862	1	1
3460.091955	5	2
3462.168224262	2	4
3464.245043648	1	2
3466.322413158	1	2
3468.400332792	2	1
3470.47880255	2	2
3472.557822432	4	3
3474.637392438	2	2
3476.717512568	5	2
3478.798182822	3	3
3480.8794032	2	1
3482.961173702	3	4
3485.043494328	1	0
3487.126365078	2	2
3489.209785952	3	2
3491.29375695	1	1
3493.378278072	0	4
3495.463349318	1	4
3497.548970688	1	1
3499.635142182	4	2
3501.7218638	1	0
3503.809135542	1	1
3505.896957408	1	2
3507.985329398	1	0
3510.074251512	2	2
3512.16372375	1	0
3514.253746112	0	2
3516.344318598	0	1
3518.435441208	3	2
3520.527113942	0	0
3522.6193368	2	1
3524.712109782	1	2
3526.805432888	2	2
3528.899306118	2	2
3530.993729472	4	0
3533.08870295	1	3
3535.184226552	0	1
3537.280300278	1	2
3539.376924128	0	0
3541.474098102	1	0
3543.5718222	3	0
3545.670096422	2	1
3547.768920768	2	1
3549.868295238	0	0
3551.968219832	4	1
3554.06869455	1	0
3556.169719392	0	1
3558.271294358	0	0
3560.373419448	1	1
3562.476094662	2	2
3564.57932	0	2
3566.683095462	1	2
3568.787421048	0	1
3570.892296758	1	0
3572.997722592	0	0
3575.10369855	0	1
3577.210224632	0	1
3579.317300838	0	2
3581.424927168	0	2
3583.533103622	0	1
3585.6418302	1	3
3587.751106902	0	1
3589.860933728	1	3
3591.971310678	0	0
3594.082237752	0	2
3596.19371495	0	1
3598.305742272	0	0
3600.418319718	0	2
3602.531447288	0	1
3604.645124982	1	1
3606.7593528	1	0
3608.874130742	0	0
3610.989458808	0	1
3613.105336998	0	0
3615.221765312	0	1
3617.33874375	1	1
3619.456272312	1	1
3621.574350998	0	0
3623.692979808	0	1
3625.812158742	0	0
3627.9318878	0	0
3630.052166982	0	0
3632.172996288	0	2
3634.294375718	1	0
3636.416305272	1	1
3638.53878495	2	2
3640.661814752	1	2
3642.785394678	0	0
3644.909524728	1	2
3647.034204902	0	0
3649.1594352	0	1
3651.285215622	0	1
3653.411546168	1	0
3655.538426838	0	1
3657.665857632	0	0
3659.79383855	0	0
3661.922369592	1	0
3664.051450758	0	0
3666.181082048	0	0
3668.311263462	2	0
3670.441995	2	0
3672.573276662	0	1
3674.705108448	1	0
3676.837490358	0	0
3678.970422392	0	0
3681.10390455	0	0
3683.237936832	0	0
3685.372519238	1	0
3687.507651768	1	2
3689.643334422	0	0
3691.7795672	0	0
3693.916350102	0	1
3696.053683128	0	0
3698.191566278	0	0
3700.329999552	0	0
3702.46898295	0	0
3704.608516472	0	0
3706.748600118	0	0
3708.889233888	2	0
3711.030417782	0	0
3713.1721518	1	1
3715.314435942	1	1
3717.457270208	0	0
3719.600654598	0	0
3721.744589112	0	0
3723.88907375	1	0
3726.034108512	0	0
3728.179693398	0	0
3730.325828408	0	0
3732.472513542	0	1
3734.6197488	0	0
3736.767534182	0	0
3738.915869688	0	1
3741.064755318	0	0
3743.214191072	0	0
3745.36417695	0	0
3747.514712952	0	1
3749.665799078	0	0
3751.817435328	0	0
3753.969621702	1	0
3756.1223582	0	0
3758.275644822	0	0
3760.429481568	0	0
3762.583868438	0	0
3764.738805432	1	0
3766.89429255	0	0
3769.050329792	0	1
3771.206917158	0	0
3773.364054648	1	2
3775.521742262	0	1
3777.67998	0	0
3779.838767862	0	0
3781.998105848	0	0
3784.157993958	0	0
3786.318432192	0	0
3788.47942055	1	1
3790.640959032	0	0
3792.803047638	0	0
3794.965686368	0	0
3797.128875222	0	0
3799.2926142	0	0
3801.456903302	1	0
3803.621742528	0	1
3805.787131878	0	0
3807.953071352	0	0
3810.11956095	0	0
3812.286600672	0	0
3814.454190518	1	0
3816.622330488	0	0
3818.791020582	0	0
3820.9602608	0	0
3823.130051142	0	0
3825.300391608	0	1
3827.471282198	0	0
3829.642722912	0	0
3831.81471375	0	0
3833.987254712	0	0
3836.160345798	0	0
3838.333987008	0	0
3840.508178342	0	0
3842.6829198	0	0
3844.858211382	0	0
3847.034053088	0	0
3849.210444918	0	0
3851.387386872	0	1
3853.56487895	0	0
3855.742921152	0	0
3857.921513478	1	0
3860.100655928	1	3
3862.280348502	0	0
3864.4605912	0	0
3866.641384022	0	0
3868.822726968	0	1
3871.004620038	0	0
3873.187063232	1	0
3875.37005655	0	0
3877.553599992	0	0
3879.737693558	0	1
3881.922337248	0	0
3884.107531062	0	0
3886.293275	0	0
3888.479569062	0	0
3890.666413248	0	0
3892.853807558	0	0
3895.041751992	1	1
3897.23024655	0	0
3899.419291232	1	0
3901.608886038	0	0
3903.799030968	0	0
3905.989726022	0	0
3908.1809712	0	1
3910.372766502	0	0
3912.565111928	1	0
3914.758007478	0	0
3916.951453152	0	0
3919.14544895	1	0
3921.339994872	0	0
3923.535090918	0	0
3925.730737088	0	0
3927.926933382	0	1
3930.1236798	0	0
3932.320976342	1	0
3934.518823008	0	0
3936.717219798	0	0
3938.916166712	0	1
3941.11566375	0	0
3943.315710912	0	0
3945.516308198	0	0
3947.717455608	0	0
3949.919153142	0	0
3952.1214008	0	0
3954.324198582	0	0
3956.527546488	1	0
3958.731444518	0	0
3960.935892672	0	0
3963.14089095	0	1
3965.346439352	0	0
3967.552537878	0	0
3969.759186528	0	0
3971.966385302	0	0
3974.1741342	0	0
3976.382433222	0	1
3978.591282368	1	0
3980.800681638	0	0
3983.010631032	0	0
3985.22113055	0	0
3987.432180192	0	0
3989.643779958	0	0
3991.855929848	0	0
3994.068629862	0	0
3996.28188	1	1
3998.495680262	0	1
4000.710030648	0	0
4002.924931158	1	0
4005.140381792	0	0
4007.35638255	2	1
4009.572933432	0	0
4011.790034438	0	0
4014.007685568	0	0
4016.225886822	0	0
4018.4446382	1	1
4020.663939702	0	0
4022.883791328	0	0
4025.104193078	0	0
4027.325144952	0	0
4029.54664695	0	1
4031.768699072	0	0
4033.991301318	0	0
4036.214453688	0	1
4038.438156182	0	0
4040.6624088	0	1
4042.887211542	0	0
4045.112564408	0	1
4047.338467398	0	0
4049.564920512	0	0
4051.79192375	1	0
4054.019477112	0	0
4056.247580598	1	0
4058.476234208	0	0
4060.705437942	0	0
4062.9351918	0	0
4065.165495782	0	0
4067.396349888	0	0
4069.627754118	0	0
4071.859708472	0	0
4074.09221295	0	0
4076.325267552	1	1
4078.558872278	0	0
4080.793027128	0	0
4083.027732102	0	0
4085.2629872	0	0
4087.498792422	0	0
4089.735147768	0	0
4091.972053238	0	1
4094.209508832	0	0
4096.44751455	0	0
4098.686070392	0	0
4100.925176358	0	0
4103.164832448	0	0
4105.405038662	1	0
4107.645795	1	0
4109.887101462	0	0
4112.128958048	1	0
4114.371364758	0	0
4116.614321592	0	0
4118.85782855	0	0
4121.101885632	0	0
4123.346492838	0	0
4125.591650168	0	0
4127.837357622	0	0
4130.0836152	0	0
4132.330422902	0	0
4134.577780728	0	0
4136.825688678	0	0
4139.074146752	0	0
4141.32315495	0	0
4143.572713272	0	0
4145.822821718	0	0
4148.073480288	1	0
4150.324688982	0	0
4152.5764478	0	0
4154.828756742	0	1
4157.081615808	0	1
4159.335024998	0	0
4161.588984312	0	0
4163.84349375	0	0
4166.098553312	0	0
4168.354162998	0	0
4170.610322808	0	1
4172.867032742	0	0
4175.1242928	0	0
4177.382102982	0	0
4179.640463288	1	0
4181.899373718	0	0
4184.158834272	0	0
4186.41884495	0	1
4188.679405752	0	1
4190.940516678	0	0
4193.202177728	0	1
4195.464388902	1	1
4197.7271502	0	0
4199.990461622	0	0
4202.254323168	0	2
4204.518734838	0	0
4206.783696632	0	0
4209.04920855	1	0
4211.315270592	0	0
4213.581882758	0	0
4215.849045048	0	1
4218.116757462	0	1
4220.38502	1	2
4222.653832662	2	0
4224.923195448	1	0
4227.193108358	0	0
4229.463571392	0	0
4231.73458455	0	0
4234.006147832	0	0
4236.278261238	1	1
4238.550924768	0	0
4240.824138422	0	0
4243.0979022	0	0
4245.372216102	0	0
4247.647080128	2	0
4249.922494278	1	0
4252.198458552	0	1
4254.47497295	0	0
4256.752037472	1	0
4259.029652118	0	0
4261.307816888	0	1
4263.586531782	1	0
4265.8657968	1	0
4268.145611942	0	1
4270.425977208	0	0
4272.706892598	1	0
4274.988358112	0	0
4277.27037375	0	0
4279.552939512	0	0
4281.836055398	0	0
4284.119721408	0	0
4286.403937542	1	0
4288.6887038	0	0
4290.974020182	0	0
4293.259886688	0	0
4295.546303318	0	0
4297.833270072	1	0
4300.12078695	1	0
4302.408853952	0	0
4304.697471078	0	0
4306.986638328	0	0
4309.276355702	0	0
4311.5666232	0	0
4313.857440822	0	0
4316.148808568	0	0
4318.440726438	1	0
4320.733194432	0	1
4323.02621255	0	0
4325.319780792	0	0
4327.613899158	0	0
4329.908567648	0	1
4332.203786262	0	0
4334.499555	0	0
4336.795873862	0	0
4339.092742848	0	0
4341.390161958	0	0
4343.688131192	0	0
4345.98665055	1	0
4348.285720032	2	0
4350.585339638	0	1
4352.885509368	0	0
4355.186229222	0	0
4357.4874992	0	0
4359.789319302	0	1
4362.091689528	0	0
4364.394609878	0	0
4366.698080352	0	0
4369.00210095	0	0
4371.306671672	1	0
4373.611792518	0	0
4375.917463488	0	1
4378.223684582	0	0
4380.5304558	1	0
4382.837777142	0	0
4385.145648608	0	0
4387.454070198	0	0
4389.763041912	1	0
4392.07256375	0	0
4394.382635712	0	0
4396.693257798	0	0
4399.004430008	0	0
4401.316152342	1	0
4403.6284248	0	0
4405.941247382	0	0
4408.254620088	0	3
4410.568542918	1	0
4412.883015872	0	1
4415.19803895	0	0
4417.513612152	0	0
4419.829735478	0	0
4422.146408928	0	0
4424.463632502	0	0
4426.7814062	0	0
4429.099730022	1	0
4431.418603968	1	1
4433.738028038	0	0
4436.058002232	0	0
4438.37852655	0	0
4440.699600992	0	0
4443.021225558	0	2
4445.343400248	0	0
4447.666125062	0	0
4449.9894	0	2
4452.313225062	0	2
4454.637600248	1	0
4456.962525558	0	0
4459.288000992	0	0
4461.61402655	0	0
4463.940602232	1	0
4466.267728038	0	0
4468.595403968	0	0
4470.923630022	0	0
4473.2524062	0	0
4475.581732502	0	1
4477.911608928	1	0
4480.242035478	0	0
4482.573012152	0	0
4484.90453895	0	0
4487.236615872	0	1
4489.569242918	0	0
4491.902420088	1	0
4494.236147382	0	0
4496.5704248	0	0
4498.905252342	0	1
4501.240630008	0	0
4503.576557798	0	0
4505.913035712	0	0
4508.25006375	0	0
4510.587641912	0	0
4512.925770198	0	0
4515.264448608	0	0
4517.603677142	1	0
4519.9434558	0	0
4522.283784582	0	0
4524.624663488	0	0
4526.966092518	0	1
4529.308071672	0	0
4531.65060095	1	1
4533.993680352	0	1
4536.337309878	0	1
4538.681489528	0	1
4541.026219302	0	0
4543.3714992	1	0
4545.717329222	0	0
4548.063709368	0	0
4550.410639638	0	0
4552.758120032	0	0
4555.10615055	0	0
4557.454731192	0	0
4559.803861958	0	0
4562.153542848	0	0
4564.503773862	0	0
4566.854555	0	0
4569.205886262	0	0
4571.557767648	1	0
4573.910199158	0	0
4576.263180792	0	0
4578.61671255	0	0
4580.970794432	0	0
4583.325426438	0	0
4585.680608568	0	0
4588.036340822	0	0
4590.3926232	0	0
4592.749455702	0	0
4595.106838328	0	1
4597.464771078	0	0
4599.823253952	0	0
4602.18228695	0	0
4604.541870072	0	0
4606.902003318	0	0
4609.262686688	1	0
4611.623920182	0	0
4613.9857038	0	0
4616.348037542	0	0
4618.710921408	0	0
4621.074355398	0	0
4623.438339512	0	0
4625.80287375	0	1
4628.167958112	0	0
4630.533592598	0	0
4632.899777208	0	0
4635.266511942	0	0
4637.6337968	0	0
4640.001631782	0	0
4642.370016888	0	0
4644.738952118	0	0
4647.108437472	0	0
4649.47847295	0	0
4651.849058552	0	0
4654.220194278	0	0
4656.591880128	0	0
4658.964116102	0	0
4661.3369022	0	0
4663.710238422	0	0
4666.084124768	1	0
4668.458561238	0	0
4670.833547832	0	0
4673.20908455	0	0
4675.585171392	0	0
4677.961808358	0	1
4680.338995448	0	0
4682.716732662	0	0
4685.09502	1	0
4687.473857462	0	0
4689.853245048	0	0
4692.233182758	0	0
4694.613670592	0	0
4696.99470855	0	1
4699.376296632	0	0
4701.758434838	0	0
4704.141123168	0	0
4706.524361622	0	0
4708.9081502	0	0
4711.292488902	0	0
4713.677377728	0	0
4716.062816678	0	0
4718.448805752	0	0
4720.83534495	0	0
4723.222434272	0	0
4725.610073718	0	0
4727.998263288	0	0
4730.387002982	0	0
4732.7762928	0	0
4735.166132742	0	0
4737.556522808	1	0
4739.947462998	0	0
4742.338953312	0	0
4744.73099375	0	1
4747.123584312	0	0
4749.516724998	0	0
4751.910415808	0	0
4754.304656742	0	0
4756.6994478	0	0
4759.094788982	0	0
4761.490680288	0	0
4763.887121718	0	0
4766.284113272	0	0
4768.68165495	1	0
4771.079746752	0	0
4773.478388678	0	0
4775.877580728	0	0
4778.277322902	0	0
4780.6776152	0	0
4783.078457622	0	0
4785.479850168	0	0
4787.881792838	0	0
4790.284285632	0	0
4792.68732855	0	0
4795.090921592	0	1
4797.495064758	1	0
4799.899758048	0	0
4802.305001462	0	0
4804.710795	0	0
4807.117138662	0	0
4809.524032448	0	0
4811.931476358	0	0
4814.339470392	0	0
4816.74801455	0	0
4819.157108832	1	0
4821.566753238	1	0
4823.976947768	1	0
4826.387692422	0	1
4828.7989872	0	0
4831.210832102	0	0
4833.623227128	1	0
4836.036172278	0	0
4838.449667552	0	0
4840.86371295	0	0
4843.278308472	0	0
4845.693454118	0	0
4848.109149888	0	0
4850.525395782	0	0
4852.9421918	0	0
4855.359537942	0	0
4857.777434208	0	0
4860.195880598	0	0
4862.614877112	0	0
4865.03442375	0	0
4867.454520512	0	0
4869.875167398	0	0
4872.296364408	0	0
4874.718111542	0	0
4877.1404088	0	0
4879.563256182	0	0
4881.986653688	0	0
4884.410601318	0	0
4886.835099072	0	0
4889.26014695	0	0
4891.685744952	0	0
4894.111893078	0	0
4896.538591328	0	0
4898.965839702	0	0
4901.3936382	0	0
4903.821986822	1	0
4906.250885568	0	0
4908.680334438	0	0
4911.110333432	0	0
4913.54088255	0	1
4915.971981792	0	0
4918.403631158	0	0
4920.835830648	0	0
4923.268580262	1	0
4925.70188	0	1
4928.135729862	0	0
4930.570129848	0	0
4933.005079958	1	0
4935.440580192	0	0
4937.87663055	0	0
4940.313231032	0	0
4942.750381638	0	0
4945.188082368	0	0
4947.626333222	0	0
4950.0651342	0	0
4952.504485302	0	0
4954.944386528	0	0
4957.384837878	0	0
4959.825839352	1	0
4962.26739095	0	0
4964.709492672	0	0
4967.152144518	0	0
4969.595346488	0	0
4972.039098582	0	0
4974.4834008	0	0
4976.928253142	0	0
4979.373655608	0	0
4981.819608198	0	0
4984.266110912	0	0
4986.71316375	0	0
4989.160766712	0	0
4991.608919798	0	0
4994.057623008	1	0
4996.506876342	0	0
4998.9566798	0	0
5001.407033382	0	0
5003.857937088	0	0
5006.309390918	0	0
5008.761394872	0	0
5011.21394895	0	0
5013.667053152	0	0
5016.120707478	0	2
5018.574911928	0	1
5021.029666502	0	0
5023.4849712	0	0
5025.940826022	0	0
5028.397230968	2	0
5030.854186038	0	0
5033.311691232	0	0
5035.76974655	0	0
5038.228351992	0	0
5040.687507558	1	0
5043.147213248	0	0
5045.607469062	0	0
5048.068275	0	0
5050.529631062	0	0
5052.991537248	0	0
5055.453993558	0	0
5057.916999992	0	0
5060.38055655	0	2
5062.844663232	0	0
5065.309320038	0	0
5067.774526968	1	0
5070.240284022	0	0
5072.7065912	0	0
5075.173448502	0	0
5077.640855928	1	0
5080.108813478	0	0
5082.577321152	0	0
5085.04637895	0	0
5087.515986872	0	0
5089.986144918	0	0
5092.456853088	1	0
5094.928111382	0	0
5097.3999198	0	0
5099.872278342	0	0
5102.345187008	0	0
5104.818645798	0	0
5107.292654712	0	0
5109.76721375	0	0
5112.242322912	0	1
5114.717982198	0	0
5117.194191608	0	0
5119.670951142	0	0
5122.1482608	1	0
5124.626120582	0	0
5127.104530488	0	0
5129.583490518	0	0
5132.063000672	0	0
5134.54306095	0	0
5137.023671352	1	0
5139.504831878	0	0
5141.986542528	0	0
5144.468803302	0	0
5146.9516142	0	0
5149.434975222	0	1
5151.918886368	0	0
5154.403347638	0	0
5156.888359032	0	0
5159.37392055	0	0
5161.860032192	0	0
5164.346693958	0	1
5166.833905848	0	0
5169.321667862	0	0
5171.80998	0	0
5174.298842262	0	0
5176.788254648	0	0
5179.278217158	0	0
5181.768729792	0	0
5184.25979255	0	0
5186.751405432	0	0
5189.243568438	0	0
5191.736281568	0	1
5194.229544822	0	0
5196.7233582	1	0
5199.217721702	0	0
5201.712635328	1	0
5204.208099078	0	0
5206.704112952	0	0
5209.20067695	0	0
5211.697791072	0	0
5214.195455318	0	0
5216.693669688	0	0
5219.192434182	0	0
5221.6917488	0	0
5224.191613542	0	0
5226.692028408	0	0
5229.192993398	0	0
5231.694508512	0	0
5234.19657375	1	0
5236.699189112	0	0
5239.202354598	0	0
5241.706070208	0	0
5244.210335942	0	0
5246.7151518	0	0
5249.220517782	0	0
5251.726433888	0	0
5254.232900118	0	0
5256.739916472	0	0
5259.24748295	0	0
5261.755599552	0	0
5264.264266278	0	0
5266.773483128	0	0
5269.283250102	0	0
5271.7935672	0	0
5274.304434422	0	0
5276.815851768	0	0
5279.327819238	0	0
5281.840336832	1	0
5284.35340455	0	0
5286.867022392	0	0
5289.381190358	0	0
5291.895908448	0	0
5294.411176662	0	0
5296.926995	0	1
5299.443363462	0	0
5301.960282048	0	0
5304.477750758	0	0
5306.995769592	0	0
5309.51433855	0	0
5312.033457632	0	0
5314.553126838	0	0
5317.073346168	0	0
5319.594115622	0	0
5322.1154352	0	0
5324.637304902	1	0
5327.159724728	0	1
5329.682694678	0	0
5332.206214752	0	0
5334.73028495	0	1
5337.254905272	0	0
5339.780075718	0	0
5342.305796288	0	0
5344.832066982	0	0
5347.3588878	0	0
5349.886258742	0	0
5352.414179808	0	0
5354.942650998	0	0
5357.471672312	0	0
5360.00124375	0	0
5362.531365312	0	0
5365.062036998	2	0
5367.593258808	0	0
5370.125030742	0	1
5372.6573528	0	0
5375.190224982	0	0
5377.723647288	0	0
5380.257619718	0	0
5382.792142272	0	0
5385.32721495	0	1
5387.862837752	0	0
5390.399010678	0	0
5392.935733728	0	0
5395.473006902	0	0
5398.0108302	0	0
5400.549203622	0	0
5403.088127168	0	0
5405.627600838	0	0
5408.167624632	0	0
5410.70819855	1	0
5413.249322592	0	0
5415.790996758	0	1
5418.333221048	0	0
5420.875995462	0	0
5423.41932	0	0
5425.963194662	0	0
5428.507619448	0	1
5431.052594358	0	0
5433.598119392	0	0
5436.14419455	0	1
5438.690819832	1	0
5441.237995238	0	0
5443.785720768	0	0
5446.333996422	0	0
5448.8828222	0	0
5451.432198102	0	0
5453.982124128	0	0
5456.532600278	0	0
5459.083626552	0	0
5461.63520295	0	0
5464.187329472	0	0
5466.740006118	0	0
5469.293232888	0	0
5471.847009782	0	0
5474.4013368	0	0
5476.956213942	0	0
5479.511641208	0	0
5482.067618598	0	0
5484.624146112	0	0
5487.18122375	0	1
5489.738851512	1	0
5492.297029398	0	0
5494.855757408	0	0
5497.415035542	0	1
5499.9748638	0	0
5502.535242182	0	0
5505.096170688	0	0
5507.657649318	0	2
5510.219678072	1	0
5512.78225695	1	0
5515.345385952	0	0
5517.909065078	0	0
5520.473294328	0	0
5523.038073702	0	0
5525.6034032	0	0
5528.169282822	0	0
5530.735712568	0	0
5533.302692438	0	0
5535.870222432	0	0
5538.43830255	0	0
5541.006932792	0	0
5543.576113158	0	0
5546.145843648	0	1
5548.716124262	0	1
5551.286955	1	0
5553.858335862	0	0
5556.430266848	1	0
5559.002747958	0	0
5561.575779192	0	0
5564.14936055	0	0
5566.723492032	0	0
5569.298173638	0	0
5571.873405368	0	0
5574.449187222	0	0
5577.0255192	0	0
5579.602401302	0	0
5582.179833528	0	0
5584.757815878	1	1
5587.336348352	0	0
5589.91543095	0	0
5592.495063672	0	0
5595.075246518	0	0
5597.655979488	0	0
5600.237262582	1	0
5602.8190958	0	0
5605.401479142	0	0
5607.984412608	0	0
5610.567896198	0	0
5613.151929912	0	0
5615.73651375	1	0
5618.321647712	0	0
5620.907331798	0	0
5623.493566008	0	0
5626.080350342	0	0
5628.6676848	0	0
5631.255569382	0	1
5633.844004088	1	0
5636.432988918	0	0
5639.022523872	0	0
5641.61260895	0	1
5644.203244152	0	0
5646.794429478	0	0
5649.386164928	0	0
5651.978450502	0	0
5654.5712862	0	0
5657.164672022	1	0
5659.758607968	1	0
5662.353094038	0	0
5664.948130232	0	0
5667.54371655	0	0
5670.139852992	0	0
5672.736539558	0	0
5675.333776248	0	0
5677.931563062	0	0
5680.5299	0	1
5683.128787062	0	0
5685.728224248	0	0
5688.328211558	0	0
5690.928748992	0	0
5693.52983655	0	1
5696.131474232	0	0
5698.733662038	0	0
5701.336399968	0	1
5703.939688022	0	0
5706.5435262	0	0
5709.147914502	0	1
5711.752852928	0	0
5714.358341478	0	0
5716.964380152	0	0
5719.57096895	0	0
5722.178107872	0	0
5724.785796918	0	0
5727.394036088	0	0
5730.002825382	0	0
5732.6121648	0	0
5735.222054342	0	0
5737.832494008	0	0
5740.443483798	0	0
5743.055023712	0	0
5745.66711375	0	1
5748.279753912	0	0
5750.892944198	0	0
5753.506684608	0	0
5756.120975142	0	0
5758.7358158	0	0
5761.351206582	1	0
5763.967147488	0	0
5766.583638518	0	0
5769.200679672	1	0
5771.81827095	0	0
5774.436412352	0	0
5777.055103878	1	0
5779.674345528	0	0
5782.294137302	0	0
5784.9144792	0	0
5787.535371222	1	0
5790.156813368	0	1
5792.778805638	0	0
5795.401348032	0	0
5798.02444055	0	0
5800.648083192	1	0
5803.272275958	0	0
5805.897018848	1	0
5808.522311862	0	0
5811.148155	0	0
5813.774548262	0	0
5816.401491648	0	0
5819.028985158	0	0
5821.657028792	0	0
5824.28562255	0	0
5826.914766432	0	0
5829.544460438	0	0
5832.174704568	0	0
5834.805498822	0	0
5837.4368432	0	1
5840.068737702	0	0
5842.701182328	1	0
5845.334177078	1	0
5847.967721952	0	0
5850.60181695	0	0
5853.236462072	0	0
5855.871657318	0	0
5858.507402688	0	0
5861.143698182	0	0
5863.7805438	0	0
5866.417939542	0	0
5869.055885408	1	0
5871.694381398	0	0
5874.333427512	0	0
5876.97302375	0	0
5879.613170112	0	0
5882.253866598	0	0
5884.895113208	0	0
5887.536909942	0	0
5890.1792568	0	0
5892.822153782	0	0
5895.465600888	0	0
5898.109598118	0	0
5900.754145472	0	0
5903.39924295	0	0
5906.044890552	1	0
5908.691088278	0	1
5911.337836128	0	0
5913.985134102	0	0
5916.6329822	0	0
5919.281380422	0	0
5921.930328768	0	0
5924.579827238	0	0
5927.229875832	0	0
5929.88047455	0	0
5932.531623392	0	0
5935.183322358	0	0
5937.835571448	0	0
5940.488370662	0	0
5943.14172	0	0
5945.795619462	0	0
5948.450069048	0	0
5951.105068758	0	0
5953.760618592	0	0
5956.41671855	0	0
5959.073368632	0	0
5961.730568838	1	0
5964.388319168	0	0
5967.046619622	0	0
5969.7054702	0	0
5972.364870902	0	0
5975.024821728	0	0
5977.685322678	0	0
5980.346373752	0	0
5983.00797495	0	0
5985.670126272	0	0
5988.332827718	0	1
5990.996079288	0	0
5993.659880982	0	0
5996.3242328	0	0
5998.989134742	1	0
6001.654586808	0	1
6004.320588998	0	0
6006.987141312	0	0
6009.65424375	0	0
6012.321896312	0	0
6014.990098998	0	0
6017.658851808	0	0
6020.328154742	0	0
6022.9980078	0	0
6025.668410982	0	1
6028.339364288	0	0
6031.010867718	1	0
6033.682921272	0	0
6036.35552495	0	0
6039.028678752	0	0
6041.702382678	0	1
6044.376636728	0	0
6047.051440902	0	0
6049.7267952	0	0
6052.402699622	0	0
6055.079154168	0	0
6057.756158838	0	0
6060.433713632	0	0
6063.11181855	0	0
6065.790473592	0	1
6068.469678758	0	1
6071.149434048	0	0
6073.829739462	0	0
6076.510595	0	0
6079.192000662	0	0
6081.873956448	0	0
6084.556462358	0	0
6087.239518392	0	0
6089.92312455	0	0
6092.607280832	0	0
6095.291987238	0	0
6097.977243768	0	0
6100.663050422	0	0
6103.3494072	0	0
6106.036314102	0	1
6108.723771128	0	0
6111.411778278	0	0
6114.100335552	0	0
6116.78944295	1	1
6119.479100472	0	0
6122.169308118	0	0
6124.860065888	0	0
6127.551373782	0	0
6130.2432318	0	0
6132.935639942	0	0
6135.628598208	0	0
6138.322106598	0	0
6141.016165112	0	0
6143.71077375	0	0
6146.405932512	0	0
6149.101641398	0	0
6151.797900408	0	0
6154.494709542	0	0
6157.1920688	0	0
6159.889978182	0	0
6162.588437688	0	0
6165.287447318	0	0
6167.987007072	0	0
6170.68711695	0	0
6173.387776952	0	0
6176.088987078	0	0
6178.790747328	0	0
6181.493057702	0	0
6184.1959182	0	0
6186.899328822	1	0
6189.603289568	0	0
6192.307800438	0	0
6195.012861432	0	0
6197.71847255	0	0
6200.424633792	1	0
6203.131345158	0	0
6205.838606648	0	0
6208.546418262	0	1
6211.25478	0	0
6213.963691862	0	0
6216.673153848	0	0
6219.383165958	0	0
6222.093728192	0	0
6224.80484055	0	0
6227.516503032	0	0
6230.228715638	0	0
6232.941478368	0	0
6235.654791222	0	0
6238.3686542	0	0
6241.083067302	0	0
6243.798030528	1	0
6246.513543878	0	0
6249.229607352	1	0
6251.94622095	0	1
6254.663384672	1	0
6257.381098518	0	0
6260.099362488	0	0
6262.818176582	0	0
6265.5375408	1	0
6268.257455142	0	0
6270.977919608	0	1
6273.698934198	0	0
6276.420498912	0	0
6279.14261375	1	0
6281.865278712	0	0
6284.588493798	0	0
6287.312259008	0	0
6290.036574342	0	0
6292.7614398	0	0
6295.486855382	0	0
6298.212821088	1	0
6300.939336918	0	0
6303.666402872	0	0
6306.39401895	0	0
6309.122185152	0	0
6311.850901478	0	0
6314.580167928	0	0
6317.309984502	0	0
6320.0403512	0	1
6322.771268022	1	0
6325.502734968	0	0
6328.234752038	0	0
6330.967319232	0	0
6333.70043655	0	0
6336.434103992	0	0
6339.168321558	0	0
6341.903089248	0	0
6344.638407062	0	0
6347.374275	1	0
6350.110693062	0	0
6352.847661248	0	0
6355.585179558	0	1
6358.323247992	1	1
6361.06186655	0	0
6363.801035232	0	0
6366.540754038	0	0
6369.281022968	0	0
6372.021842022	0	0
6374.7632112	0	0
6377.505130502	0	0
